date,ticker,headline,Close,return_3d,target_3d
2011-03-03,NVDA,Nvidia Goes Negative (NVDA),0.5217499732971191,-0.06324861381351851,0
2011-03-07,NVDA,Auriga Still Not Sure Where Reality Lies For NVidia,0.5117499828338623,-0.12457248880119827,0
2011-03-07,NVDA,"Goldman Sachs Gives Color On Semiconductors (NVDA, NSM, TXN)",0.5117499828338623,-0.12457248880119827,0
2011-03-08,NVDA,"JPM Says ""Our Bearish View on the Company's Execution Proved Wrong"" (NVDA)",0.48875001072883606,-0.07672638980802671,0
2011-03-08,NVDA,"JP Morgan Upgrades NVIDIA To Neutral, $21 PT",0.48875001072883606,-0.07672638980802671,0
2011-03-08,NVDA,J.P. Morgan Upgrades NVIDIA Corporation To Neutral (NVDA),0.48875001072883606,-0.07672638980802671,0
2011-03-08,NVDA,"Benzinga's Top Upgrades (NVDA, ANF, MIPS, WFT)",0.48875001072883606,-0.07672638980802671,0
2011-03-09,NVDA,"Deutsche Bank Retains NVIDIA Hold, $20 PT (NVDA)",0.47850000858306885,-0.04911179738457066,0
2011-03-09,NVDA,J.P. Morgan Neutral On NVIDIA Corporation (NVDA),0.47850000858306885,-0.04911179738457066,0
2011-03-09,NVDA,"FBR Capital Maintains Market Perform Rating, $22 PT On NVDA ",0.47850000858306885,-0.04911179738457066,0
2011-03-10,NVDA,"Benzinga's Top ETF Gainers, March 10th (ERY, EDZ, TZA, SOXS)",0.4480000138282776,-0.014508940896009456,0
2011-03-10,NVDA,"Benzinga's Top ETF Decliners, March 10th (ERX, EDC, URTY, SOXL)",0.4480000138282776,-0.014508940896009456,0
2011-03-15,NVDA,"Mad Money Lightning Round: Cramer Likes Salesforce.com (NVDA, CLNE, RF, HBAN, C, NXPI, XLNX, QCOM, SWKS, NKE, CRM)",0.4415000081062317,-0.002265043962306104,0
2011-03-15,NVDA,Wells Fargo Initiates NVIDIA at Market Perform (NVDA),0.4415000081062317,-0.002265043962306104,0
2011-03-15,NVDA,NVIDIA Announces Resignation of CFO David White ,0.4415000081062317,-0.002265043962306104,0
2011-03-16,NVDA,"Stocks To Watch For March 16 (PSUN, GES, RMBS, VRA, NVDA)",0.43825000524520874,0.013120366019436622,1
2011-03-16,NVDA,"US Stock Futures Down, Economic Data In Focus; Japan's Nikkei Ends 5.7% Higher",0.43825000524520874,0.013120366019436622,1
2011-03-16,NVDA,Oppenheimer Comments On Intel & NVIDIA Following CFO Resignation,0.43825000524520874,0.013120366019436622,1
2011-03-23,NVDA,"Benzinga's Top ETF Decliners, March 22nd (EGPT, DTO, SOXL, DRN)",0.445250004529953,0.08478384129810013,1
2011-03-24,NVDA,"NASDAQ Movers (NVDA, JDSU, MU)",0.4807499945163727,-0.003120084670212115,0
2011-03-25,NVDA,"Benzinga's Top ETF Gainers, March 24th (SOXL, TQQQ, DAG, EGPT)",0.4657500088214874,-0.009661839149110599,0
2011-03-25,NVDA,"Benzinga's Top ETF Decliners, March 24th (SOXS, TVIX, SQQQ, SPXU)",0.4657500088214874,-0.009661839149110599,0
2011-03-28,NVDA,Bottom May Be In For Nvidia (NVDA),0.4830000102519989,-0.044513500544308866,0
2011-03-28,NVDA,"Benzinga's Top Pre-Market NASDAQ Gainers (JASO, NVDA, FFIV, CSIQ)",0.4830000102519989,-0.044513500544308866,0
2011-03-28,NVDA,"Benzinga's Top Upgrades (NOK, ILMN, NVDA, T)",0.4830000102519989,-0.044513500544308866,0
2011-03-28,NVDA,JMP Securities Upgrades NVDA To Outperform,0.4830000102519989,-0.044513500544308866,0
2011-03-29,NVDA,Goldman Sachs Maintains Neutral on NVIDIA Corp. (NVDA),0.4792500138282776,-0.05059989570275709,0
2011-03-30,NVDA,"Chips Getting Hit Hard (NVDA, MRVL, INTC)",0.4612500071525574,-0.048780505139826354,0
2011-04-04,NVDA,Nvidia Continues To Hit New Lows (NVDA),0.4387499988079071,0.031339001536950774,1
2011-04-04,NVDA,"Fast Money Pops & Drops, April 4th (NVDA, MOS, MCP, S, F)",0.4387499988079071,0.031339001536950774,1
2011-04-06,NVDA,"Morgan Stanley Discontinues Coverage Of ONNN, NVDA, MCHP, MXIM, INTC",0.43650001287460327,-0.008018360687972766,0
2011-04-07,NVDA,Nvidia Consolidating Intra-Day; Up 3.61% (NVDA),0.45249998569488525,-0.04033146769691597,0
2011-04-08,NVDA,"Nvidia Falls 3% On Tegra 2 Chatter (NVDA, AAPL)",0.4387499988079071,0.011965827757044268,1
2011-04-12,NVDA,"Technology Executives Sue Goldman Sachs Over Margin Fraud (GS, MRVL)",0.43424999713897705,0.07714453875955905,1
2011-04-12,NVDA,TiVo Rallies Back To Positive (TIVO),0.43424999713897705,0.07714453875955905,1
2011-04-14,NVDA,Friday Stocks To Watch,0.46274998784065247,-0.02647212689020953,0
2011-04-18,NVDA,"Benzinga's Top ETF Decliners, April 18th (EDC, SOXL, EGPT, ERX)",0.45225000381469727,0.02377002900561661,1
2011-04-18,NVDA,"Benzinga's Top ETF Gainers, April 18th (EDZ, DPK, SOXS, TVIX)",0.45225000381469727,0.02377002900561661,1
2011-04-26,NVDA,"Strong Price Action In NVDIA (NVDA, INTC)",0.48249998688697815,0.03626945821476487,1
2011-04-27,NVDA,"CEOWORLD Magazine DAILY BUSINESS AND TECH ROUNDUP- JNJ, SNE, AMAT, AMZN, STX, NWS, MSFT, NDAQ, NYX, NVDA, BP, YHOO",0.48249998688697815,0.02227984622371829,1
2011-04-27,NVDA,"CEOWORLD Most Actives Technology Stocks by volume Watch on 4/27/11- AAPL, INTC, MSFT, CSCO, BIDU",0.48249998688697815,0.02227984622371829,1
2011-04-28,NVDA,"CEOWORLD top 6 buy Materials stocks list for 28 April- SWC, SSRI, SLW, AAU, ROC, FCX",0.48774999380111694,-0.03690416587285458,0
2011-04-28,NVDA,Nvidia Adds 2.50% (NVDA),0.48774999380111694,-0.03690416587285458,0
2011-04-28,NVDA,Daily Long and Short Setup,0.48774999380111694,-0.03690416587285458,0
2011-04-29,NVDA,Goldman Sachs Neutral On Nvidia Corp. (NVDA),0.5,-0.06749999523162842,0
2011-05-09,NVDA,Nvidia Buy Expands Product Portfolio (NVDA),0.4937500059604645,0.037974646870400065,1
2011-05-09,NVDA,"Market Update- SRE, ISAT, THC, SYY, ONTY, TRMB, NVDA- Analysts Upgraded",0.4937500059604645,0.037974646870400065,1
2011-05-09,NVDA,Sterne Agee Gives Earnings Preview On NVIDIA Corporation,0.4937500059604645,0.037974646870400065,1
2011-05-10,NVDA,"FBR Capital Markets Previews NVDA 1Q11 Earnings, 2Q11 Guidance",0.4945000112056732,-0.07684533173600121,0
2011-05-10,NVDA,Goldman Sachs Maintains Neutral on Nvidia (NVDA),0.4945000112056732,-0.07684533173600121,0
2011-05-11,NVDA,Earnings Preview for Nvidia (NVDA),0.49674999713897705,-0.10920986858540628,0
2011-05-12,NVDA,Nvidia Running After Hours; Beats On Top And Bottom Lines (NVDA),0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,NVIDIA Expects Q2 Revenue to Grow 4% to 6%,0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,NVIDIA Corp Reports EPS of $0.27 vs. $0.19 Estimate; Revenues $962.0M vs. $946.89M Estimate (NVDA),0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,"Earnings Scheduled For May 12 (DRYS, JWN, AHII, KSS, DAR, NVDA, CACH, XIN, ACAT, BBOX, ESLR, CXPO, IRWD, CTFO, TREE, CYCC, CXDC)",0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,US Stock Futures Signal Lower Start On Wall Street; Weekly Jobless Claims Data In Focus; Cisco Shares Down In Pre-Market Trading ,0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,"Stocks To Watch For May 12 (JWN, CSCO, KSS, SYMC, NVDA)",0.512499988079071,-0.1399999744136153,0
2011-05-12,NVDA,Auriga Maintains Hold Rating On Nvidia,0.512499988079071,-0.1399999744136153,0
2011-05-13,NVDA,Deutsche Bank Reports GPU Driven Upside For NVDA,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Friday the 13th Somewhat Scary in the Markets  05-13-2011,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Focus is on Dollar & Greece  05-13-2011,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Top Percentage Gainers and Losers as of 2pm 05/13/11 (ABIO, GFRE, DDS, APL, DF, VRML, DAR, SWSH, ONTY, GS, RMBS, LPHI, GGS, CA, NVDA, IMRS, MNTX, MPG, GTY)",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Top Percentage Gainers and Losers as of 12pm 5/13/11 (ABIO, DDS, GFRE, APL, VRML, DF, SWSH, CLSN, AERL, CA, NVDA, QTWW, IMRS, FFHL, MPG, GENE)",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,4 Big Takeaways From NVIDIA's Q1 Results,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Top day traders Stocks and nalyst Upgrades & Downgrades on 5/13/11- NVDA, PNSN, VRML, A, YHOO, DF",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"Market update- AmerisourceBergen, ABC, TOT, Exxon, XOM, Nvidia, NVDA",0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,Sterne Agee Maintains Neutral Rating On NVIDIA,0.45649999380111694,-0.012048168387758969,0
2011-05-13,NVDA,"CEOWORLD Most Popular Stocks on 5/13/11- CA, NVDA, VRML, JWN, ENB, PNSN, SFIO, PAY, HYC, TREE",0.45649999380111694,-0.012048168387758969,0
